ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
5977,2034-05-13,59,16809,636,Employed,Associate,34,35921,72,Married,4,Other,649,0.2238242132359829,5,2,0.1714169053293232,0,Auto,0,34,3,3749,671,15794,13871,1400.75,0.9030551054368204,6,1923,0.232921,0.1991106851039935,858.5587588560662,1.0762511217962278,0
5978,2034-05-14,47,76667,474,Employed,Bachelor,28,24047,60,Married,0,Rent,174,0.4292402788138121,2,1,0.2211814581701204,0,Auto,0,31,18,3317,1282,115484,24120,6388.916666666667,0.8084741072968828,8,91364,0.292047,0.2715367851092086,736.4933818561766,0.1425113879801494,1
5979,2034-05-15,42,69940,557,Self-Employed,Bachelor,22,10494,48,Married,3,Rent,388,0.1045524213284906,3,2,0.5111571894992951,0,Home,0,20,3,8088,4325,29185,17126,5828.333333333333,0.7369878805240634,4,12059,0.226994,0.1815952,309.13667462645867,0.119611668508972,1
5980,2034-05-16,45,44546,597,Employed,Doctorate,23,20675,36,Married,0,Mortgage,509,0.2983540631453553,0,0,0.2800431369463126,0,Home,0,23,24,2928,3580,80194,5844,3712.1666666666665,0.9338940129843388,10,74350,0.207175,0.2050834264178408,773.7226689654455,0.3455455490411113,1
5981,2034-05-17,28,49042,553,Employed,High School,8,24701,48,Single,0,Own,347,0.2599354670632864,1,0,0.0634246659627403,0,Home,0,33,7,1618,535,162977,4345,4086.8333333333335,0.7715676768595915,6,158632,0.243201,0.2596378504765599,832.3479979344573,0.2885725699444045,0
5982,2034-05-18,59,82525,597,Employed,Bachelor,34,39653,36,Divorced,2,Rent,299,0.4238206039222013,4,2,0.6176435389777958,0,Education,0,25,20,2072,3863,23447,16669,6877.083333333333,0.6788426880307395,4,6778,0.226153,0.2072261000068539,1488.287917379895,0.2598903969531504,0
5983,2034-05-19,63,62719,611,Self-Employed,Bachelor,43,4743,72,Single,0,Mortgage,564,0.1932280448544048,3,3,0.2877017980001025,0,Other,0,39,15,2381,1194,31263,22103,5226.583333333333,0.6341345281158628,6,9160,0.214243,0.220181662092046,119.2243713310536,0.1307210327966428,1
5984,2034-05-20,44,58768,611,Employed,Master,18,19025,60,Married,0,Own,230,0.1078628862346297,5,0,0.2746755398131452,0,Debt Consolidation,0,28,3,1311,774,208955,12958,4897.333333333333,0.878002324137238,5,195997,0.2185249999999999,0.2291131072966876,535.3547296166759,0.1562798930608513,1
5985,2034-05-21,59,50944,523,Employed,Master,34,34142,36,Married,4,Mortgage,544,0.6031716023178908,3,3,0.5356456040599454,0,Home,1,25,24,2966,204,31215,13965,4245.333333333333,0.6637563436242706,6,17250,0.257642,0.2113654255552046,1288.6969546879488,0.431696832919586,0
5986,2034-05-22,33,21715,467,Employed,High School,8,12232,48,Married,3,Mortgage,306,0.3947123924901451,2,1,0.4806340441971775,0,Debt Consolidation,0,29,5,51609,2984,88280,62466,1809.5833333333333,0.7669263539812622,6,25814,0.273732,0.2584353199378332,411.3540399111781,0.396419455626716,0
5987,2034-05-23,30,44481,502,Employed,High School,4,20792,60,Single,2,Rent,161,0.175438078395094,4,1,0.4020180802136553,0,Education,0,25,29,5860,588,289841,42404,3706.75,0.739523583634122,8,247437,0.274792,0.293782899281729,664.7735612048642,0.2227756285708138,0
5988,2034-05-24,40,24234,565,Employed,High School,17,8502,48,Married,5,Rent,412,0.0846719653619168,4,1,0.0616477594748752,0,Education,0,15,4,5760,2911,46788,13510,2019.5,0.85944333422516,3,33278,0.221002,0.1954481408927828,256.6615173110699,0.3311025091909234,0
5989,2034-05-25,45,51898,578,Employed,Associate,25,15986,12,Married,3,Own,439,0.3932706046595876,3,1,0.4128274253644475,0,Auto,0,23,13,2089,902,24239,8588,4324.833333333333,0.8141891416082851,2,15651,0.191986,0.1630715353885215,1452.7480959148,0.4374152597590967,0
5990,2034-05-26,35,39180,478,Employed,Master,13,16645,12,Married,1,Rent,635,0.6395625784704527,2,1,0.3826226698404621,0,Debt Consolidation,0,23,24,7960,1189,16421,11768,3265.0,0.8020947703768861,5,4653,0.242645,0.2484351796251577,1580.747074771098,0.678636163789004,0
5991,2034-05-27,46,31680,528,Employed,High School,25,24640,12,Married,2,Other,232,0.3819880296249068,3,1,0.2727781510809913,0,Home,0,20,15,3194,314,17652,12798,2640.0,0.6241513627649861,5,4854,0.22564,0.2323978466186333,2320.892897325144,0.9670048853504332,0
5992,2034-05-28,43,35858,620,Unemployed,Associate,22,43036,48,Divorced,1,Rent,451,0.267708038860327,3,0,0.6035952413851573,0,Home,0,21,9,5948,1319,50489,46212,2988.1666666666665,0.638020013393708,3,4277,0.228036,0.2293164055485717,1377.755794938215,0.6119992620686759,0
5993,2034-05-29,28,88735,608,Employed,Master,5,16575,36,Single,1,Own,509,0.2208653165739396,2,0,0.1477215364135501,0,Debt Consolidation,0,25,28,6280,536,89721,2398,7394.583333333333,0.9219171563479782,6,87323,0.197575,0.2275467918883,639.496250206968,0.155315884402813,1
5994,2034-05-30,46,22350,596,Employed,Master,24,34900,84,Married,3,Own,384,0.7329589523007457,4,1,0.5292955111240544,0,Home,1,19,9,2990,1225,17398,5280,1862.5,0.9203703503677638,4,12118,0.2619,0.20952,795.1253051204419,0.6330874121452037,0
5995,2034-05-31,50,184702,566,Employed,Bachelor,29,13473,48,Married,4,Mortgage,127,0.1598149490061996,1,1,0.1273683348830017,0,Home,0,23,15,8661,1833,12275,9822,15391.833333333334,0.6723300390768957,5,2453,0.225473,0.1942205032037234,405.8510176342011,0.034619074030657,1
5996,2034-06-01,42,88969,549,Employed,Master,20,59693,24,Widowed,0,Rent,358,0.4312845696058582,1,0,0.4900331170420539,0,Education,0,24,25,5351,235,73885,6977,7414.083333333333,0.9446878240196536,7,66908,0.260193,0.2646866883334733,3230.061643278136,0.4839521599583859,0
5997,2034-06-02,53,19732,609,Employed,Associate,29,18764,12,Widowed,2,Own,591,0.3470076401772454,3,0,0.3986552979465817,0,Debt Consolidation,0,29,11,7893,681,59276,18099,1644.3333333333333,0.9555004106157852,7,41177,0.179264,0.1940364827344798,1732.8428555683618,1.413243171843723,0
5998,2034-06-03,25,23878,585,Employed,High School,1,21187,60,Single,1,Rent,502,0.2597982638419395,3,2,0.4067528016317447,0,Auto,0,21,22,1190,532,33369,37665,1989.8333333333333,0.7414168526059323,3,8149,0.233687,0.2460680681476485,616.9920609598577,0.5623546667023324,0
5999,2034-06-04,45,17316,611,Employed,High School,26,31150,60,Married,1,Mortgage,538,0.3543028866149235,5,0,0.1179373238487165,0,Education,0,22,29,4489,747,309028,81849,1443.0,0.7223239839294894,4,227179,0.23065,0.2071334232767848,837.6969348850852,0.9533589292342932,0
6000,2034-06-05,25,62939,562,Employed,Bachelor,3,27263,36,Married,0,Rent,766,0.232933623669339,3,1,0.4657768626717912,0,Auto,1,19,14,5036,132,190687,1509,5244.916666666667,0.5876442798634725,3,189178,0.231263,0.1850104,992.4887427882808,0.3352748679429188,0
6001,2034-06-06,26,97026,529,Employed,Associate,4,26398,36,Married,1,Mortgage,894,0.597979327692465,2,2,0.1062575779900153,0,Education,0,28,20,1294,820,41499,12714,8085.5,0.6857646366008319,4,28785,0.246898,0.2509341036515837,1050.8844797341317,0.2405397909509778,0
6002,2034-06-07,32,45926,474,Employed,Associate,12,12478,48,Married,0,Rent,866,0.5665604417576645,1,2,0.2296469032704385,0,Home,0,13,16,2170,2363,107861,19803,3827.1666666666665,0.8496004540765495,3,88058,0.270478,0.2822064039909002,436.461886094378,0.340320137463148,0
6003,2034-06-08,28,86671,575,Employed,High School,6,17595,36,Married,0,Own,423,0.4850198944103995,1,0,0.349086391807158,0,Auto,0,25,9,2905,833,52429,2681,7222.583333333333,0.8062987950013073,6,49748,0.215095,0.2343783989787361,685.1193008538329,0.1534242319835469,0
6004,2034-06-09,33,51935,501,Employed,High School,10,18526,36,Married,0,Mortgage,371,0.4425125428942557,1,3,0.0412780380066472,0,Debt Consolidation,0,26,4,1980,744,70284,3027,4327.916666666667,0.6131180086934148,7,67257,0.253026,0.2971782024378344,783.5973556334983,0.2667790173794547,0
6005,2034-06-10,37,78022,568,Employed,High School,13,11489,36,Married,5,Mortgage,429,0.3603850941457234,2,2,0.1501174530744569,0,Home,0,16,23,3788,8560,27934,25808,6501.833333333333,0.8517379788822623,3,2126,0.2124889999999999,0.195457802615804,424.3180783826931,0.131242687198384,1
6006,2034-06-11,50,62621,618,Employed,Master,27,27493,72,Married,3,Own,233,0.1595586890438369,2,1,0.0332909904370631,0,Education,0,23,29,1329,1333,141939,5718,5218.416666666667,0.6945395478961959,4,136221,0.233493,0.2210538421182265,692.5134468394984,0.1773552220832305,1
6007,2034-06-12,36,63804,637,Employed,Doctorate,15,34068,72,Single,4,Mortgage,353,0.7028462576710232,2,1,0.1275703696578751,0,Education,0,22,5,1565,379,413837,4060,5317.0,0.9346446442276864,5,409777,0.230568,0.2061955484268574,828.3057061616029,0.2221752315519283,1
6008,2034-06-13,20,95654,520,Employed,High School,0,6104,96,Single,1,Other,272,0.0765390469482241,5,1,0.1480374227476545,0,Debt Consolidation,0,22,5,2849,1017,173184,19237,4578.333333333333,0.7647895330160445,8,153947,0.281104,0.2906372164561819,164.35901333278298,0.0953095769929631,0
6009,2034-06-14,53,40420,632,Employed,High School,29,24165,120,Married,0,Other,528,0.0522268610105096,5,0,0.3035439986964664,0,Home,0,32,18,729,4416,28143,11193,3368.333333333333,0.8283742646647951,5,16950,0.263165,0.2503556548194827,550.3427564177427,0.3201413428256534,0
6010,2034-06-15,29,120420,487,Employed,Master,5,14286,72,Married,0,Rent,361,0.5946099111030316,2,1,0.1483504890641131,0,Home,0,26,6,4728,483,94980,42884,10035.0,0.8870380643317592,3,52096,0.285786,0.2715798564075842,403.95550785864026,0.0762287501603029,1
6011,2034-06-16,39,51573,547,Employed,High School,14,50005,48,Married,0,Mortgage,323,0.0792365900866851,7,0,0.197941849996982,0,Debt Consolidation,0,16,8,2818,1146,14170,12192,2784.4166666666665,0.9558683454728122,4,1978,0.271505,0.3075877692800396,1822.6145624944827,0.7705795573559332,0
6012,2034-06-17,45,77187,620,Employed,Master,22,27046,36,Single,5,Own,168,0.1593512251767088,4,0,0.3936210913646837,0,Home,0,18,14,1862,3512,21098,5525,6432.25,0.7381618547356799,8,15573,0.202046,0.1941153418606853,997.0352052688528,0.1811240553879051,1
6013,2034-06-18,42,32684,520,Employed,Associate,17,27342,12,Divorced,3,Rent,835,0.2923319173650275,1,1,0.0621467020289856,0,Auto,0,24,4,524,1785,43124,17378,2723.6666666666665,0.9878335624229408,5,25746,0.232342,0.2788104,2637.075664451401,1.2747799526807249,0
6014,2034-06-19,53,22298,588,Employed,Bachelor,30,5403,36,Married,0,Rent,246,0.4807452592051794,3,1,0.2260996875945136,0,Other,0,22,28,1871,14031,15902,12283,1858.1666666666667,0.7839946800525037,6,3619,0.196403,0.1677756156723678,192.03408410332923,0.2357345505982577,1
6015,2034-06-20,45,53303,585,Employed,Bachelor,22,12196,24,Married,1,Mortgage,1203,0.7279990527038493,2,0,0.2688929854892287,0,Home,0,27,24,4428,3274,54851,185347,4441.916666666667,0.744192084577144,1,8860,0.194696,0.2090510778722284,626.1311027989352,0.4117887029545658,0
6016,2034-06-21,29,15000,605,Employed,High School,5,13389,24,Single,2,Rent,450,0.1952266701557364,3,1,0.4157799382149372,0,Debt Consolidation,0,23,27,4900,620,105102,19124,1250.0,0.8933819643199515,8,85978,0.185889,0.2173697531108112,692.8587529946151,0.914287002395692,0
6017,2034-06-22,66,206739,595,Employed,High School,40,26257,36,Divorced,1,Mortgage,390,0.4152829513941151,3,0,0.4775879435260192,0,Auto,0,25,17,20301,1226,36951,20467,17228.25,0.8363988972066698,7,16484,0.213757,0.2228958726659621,1006.7046228952942,0.0810706033924103,1
6018,2034-06-23,42,46943,601,Employed,Master,16,14601,48,Married,0,Rent,468,0.1295618941784069,2,1,0.1071059600313622,0,Home,0,24,8,2629,1302,98256,26269,3911.9166666666665,0.9083472267934952,4,71987,0.209101,0.1844054433990917,432.2728795085977,0.2301360065207416,1
6019,2034-06-24,38,58970,555,Unemployed,Doctorate,14,23561,36,Single,3,Mortgage,359,0.2835586082905016,2,3,0.0613089124629058,0,Home,0,32,28,17262,5927,92508,3927,4914.166666666667,0.8580110237838542,2,88581,0.231061,0.2653885116489561,956.0633639660854,0.2676065858503141,0
6020,2034-06-25,51,44928,609,Employed,Bachelor,27,17059,48,Divorced,1,Own,178,0.6697628350146507,4,1,0.0780956228623074,0,Debt Consolidation,0,15,18,1691,721,29467,3831,3744.0,0.7207647607440844,2,25636,0.207559,0.2141317348843643,532.042179010832,0.1896480178981923,0
6021,2034-06-26,42,53365,482,Employed,Master,18,8249,24,Single,3,Own,253,0.1277140415042635,1,2,0.480865785459968,0,Home,0,26,18,3911,3749,71241,77661,4447.083333333333,0.6590530375147435,7,2169,0.242249,0.2053737316886227,422.00814483286695,0.1517867092287904,1
6022,2034-06-27,44,70714,603,Employed,Master,20,22894,24,Single,3,Mortgage,497,0.0279339910896071,4,2,0.184997326832808,0,Home,0,24,26,14434,1090,89054,12051,5892.833333333333,0.7985029703890295,7,77003,0.1963939999999999,0.1620101029915143,1123.1615407568602,0.2749376147450621,1
6023,2034-06-28,69,36485,665,Employed,High School,44,13220,72,Divorced,0,Rent,213,0.472509081686228,3,2,0.6522859396160484,0,Auto,0,19,19,1699,475,3373,77875,3040.4166666666665,0.8947110845514553,3,8320,0.19572,0.1891479210885359,308.39569149256334,0.1714882362042143,0
6024,2034-06-29,36,15000,520,Employed,Associate,14,13532,36,Widowed,1,Mortgage,277,0.24187913861574,6,1,0.6893782206309674,0,Education,0,26,4,1317,4842,500210,3705,1250.0,0.7186657490426277,8,496505,0.238532,0.2486030789828645,537.0307055681521,0.6512245644545217,0
6025,2034-06-30,36,24284,581,Self-Employed,High School,11,9921,96,Married,2,Mortgage,298,0.280381681014433,4,1,0.1051171403167183,0,Home,0,25,19,2574,263,140917,31139,2023.6666666666667,0.7228344308371718,8,109778,0.254421,0.3038123076210955,276.2297934830022,0.2837571043401427,0
6026,2034-07-01,41,37504,555,Employed,High School,18,20745,84,Single,0,Other,461,0.3913545205265129,2,1,0.3456256920696248,0,Education,0,28,24,4209,297,40669,22855,3125.333333333333,0.8930882330218568,2,17814,0.268245,0.3041556591397949,598.969629489436,0.339154104998753,0
6027,2034-07-02,52,65756,614,Unemployed,Bachelor,28,11941,48,Divorced,0,Mortgage,264,0.2962054073145582,4,1,0.6171005040142186,0,Education,0,25,3,2897,1795,20798,36505,5479.666666666667,0.8437588846771535,5,10246,0.199941,0.2176789988944874,374.71105072592326,0.1165602014829229,0
6028,2034-07-03,21,38663,506,Employed,High School,0,40352,48,Single,5,Rent,938,0.4472189494875415,1,0,0.3977329165960817,0,Debt Consolidation,0,27,2,887,238,35186,23790,3221.9166666666665,0.6761616600039821,6,11396,0.282352,0.2929025638651049,1436.3041544208802,0.7369228940602272,0
6029,2034-07-04,18,54615,531,Employed,High School,0,18666,60,Married,3,Mortgage,389,0.1427198581891128,4,1,0.3156415502373952,0,Home,0,23,6,7813,466,30035,17567,4551.25,0.8608805301976129,4,12468,0.258166,0.2739026247759009,574.3343650473098,0.211663689106797,0
6030,2034-07-05,32,15895,600,Employed,Associate,8,21056,36,Single,0,Mortgage,279,0.2942088337811357,1,1,0.3058788939009799,0,Home,0,28,14,1641,1708,101933,6898,1324.5833333333333,0.7176552859056898,6,95035,0.206056,0.215225439125504,798.9466223732785,0.8138005327763034,0
6031,2034-07-06,20,19184,429,Employed,High School,0,8613,12,Married,3,Rent,679,0.2335198086921728,3,0,0.4201253131048189,0,Home,0,28,27,799,1504,22298,11402,1598.6666666666667,0.873298553159447,8,10896,0.259113,0.2817985032784569,831.9641349536333,0.9451402011803376,0
6032,2034-07-07,34,32073,548,Employed,High School,9,35185,24,Single,1,Mortgage,291,0.2860362269361968,1,1,0.158111481100611,0,Auto,1,26,20,20541,1062,104490,18984,2672.75,0.7562280098264471,2,85506,0.2361849999999999,0.2550110958467647,1886.7349087073028,0.8147918468645786,0
6033,2034-07-08,46,121138,613,Employed,High School,22,42950,48,Married,3,Mortgage,344,0.3734423351438937,3,2,0.7029791336400065,0,Auto,0,25,18,5163,1015,81760,29831,10094.833333333334,0.839036778058996,8,51929,0.23145,0.2585834193496745,1444.737395724816,0.1771933559138981,0
6034,2034-07-09,29,208627,602,Self-Employed,Master,6,35159,48,Single,0,Mortgage,481,0.3838487094586768,0,2,0.347202043098571,0,Debt Consolidation,0,26,29,14093,984,84012,7777,17385.583333333332,0.915078737941526,5,76235,0.229159,0.231546541181238,1129.8788968217427,0.0926560165360232,1
6035,2034-07-10,22,22866,528,Employed,Bachelor,0,23364,108,Married,0,Mortgage,698,0.393794326374637,2,0,0.5393335607927119,1,Debt Consolidation,0,23,22,7913,3839,39202,9686,1905.5,0.8723116194683782,6,29516,0.3043639999999999,0.2650316488437649,569.8591413605862,0.6653682190294339,0
6036,2034-07-11,40,96415,519,Employed,Master,12,26342,72,Divorced,1,Own,193,0.0949098733568294,5,1,0.4663931510524958,0,Debt Consolidation,0,20,6,2045,228,24311,14335,8034.583333333333,0.7923469993043408,2,9976,0.281842,0.2795264637236114,758.0397279121627,0.1183682698225997,1
6037,2034-07-12,50,62748,507,Employed,Master,30,9684,36,Married,4,Rent,373,0.4150408802193518,1,1,0.3969064368137337,0,Auto,0,19,1,7392,304,138005,15560,5229.0,0.9582768304958424,7,122445,0.241184,0.2854950394859163,403.4453742359751,0.1484883102382817,0
6038,2034-07-13,19,67940,537,Employed,Master,0,50833,72,Married,2,Mortgage,481,0.333145121589306,5,1,0.5216979005237603,0,Debt Consolidation,0,20,18,889,1786,93459,40789,5661.666666666667,0.8973926513388927,2,52670,0.297333,0.3103328973111815,1563.289029419518,0.3610754835595262,0
6039,2034-07-14,49,18186,577,Employed,High School,21,16324,48,Married,1,Rent,418,0.2562064869302791,4,1,0.0436434832270788,0,Home,0,28,21,7296,1504,41278,18750,1515.5,0.9503326687594088,4,22528,0.222824,0.2673888,557.208720157277,0.6434897526606909,0
6040,2034-07-15,49,126197,616,Employed,Master,26,115815,60,Married,2,Own,556,0.5149824413532812,4,1,0.3229133248446377,0,Other,0,19,16,9763,1946,172062,4030,10516.416666666666,0.9016715135162632,3,168032,0.312815,0.324436965019138,3922.690589979989,0.4258761070370918,0
6041,2034-07-16,51,15000,510,Employed,Bachelor,28,38333,48,Married,4,Rent,370,0.3202543856584818,3,2,0.0698541649597929,0,Auto,0,31,4,17364,232,22083,34924,1250.0,0.7371107196833542,5,8889,0.278333,0.257884875127789,1287.9281120895175,1.326342489671614,0
6042,2034-07-17,54,21777,555,Employed,High School,32,26758,60,Married,0,Rent,1068,0.4207096721207871,3,2,0.5381983057381822,0,Home,0,23,21,690,997,38999,7829,1814.75,0.8222872027943459,3,31170,0.254258,0.232364041426375,757.9594213497945,1.0061768405288851,0
6043,2034-07-18,66,49224,647,Self-Employed,Bachelor,41,26683,48,Married,0,Mortgage,267,0.3014528168085016,3,3,0.3826423453077854,0,Home,0,23,5,5324,982,13823,10399,4102.0,0.8359867363722306,7,3424,0.198183,0.2221772028158065,843.833752430966,0.2708029625624003,0
6044,2034-07-19,35,31071,552,Employed,Associate,7,25579,36,Married,3,Rent,270,0.3155911349227679,0,1,0.2408199572168611,0,Auto,0,23,3,2241,1496,65802,43499,2589.25,0.8740037469396131,5,22303,0.2345789999999999,0.2271562873181079,986.3687686402784,0.4852249758193601,0
6045,2034-07-20,41,38435,586,Employed,High School,20,12767,60,Married,1,Rent,233,0.5833365380305192,4,2,0.2999688993758111,0,Education,0,20,5,3416,655,40120,93744,3202.9166666666665,0.9268859571274264,2,4426,0.224767,0.2105342527074175,345.77404300171486,0.1807021859248231,0
6046,2034-07-21,35,28420,493,Employed,High School,13,25535,48,Divorced,1,Rent,253,0.2804810494160971,2,0,0.2406095818569857,0,Education,0,26,19,1500,3338,83444,33843,2368.333333333333,0.8793611105326157,7,49601,0.274035,0.2393947490691825,831.6336896461596,0.4579734087175902,0
6047,2034-07-22,40,33767,579,Employed,Associate,18,15826,48,Single,2,Mortgage,571,0.1120401282729435,1,1,0.3242841788564201,0,Education,0,21,18,4508,215,54022,7338,2813.9166666666665,0.6896983589220513,6,46684,0.221326,0.2461266262997613,521.331554034307,0.38818902029827,0
6048,2034-07-23,58,62360,617,Employed,Master,34,18832,48,Married,0,Rent,317,0.2498538779187134,1,1,0.4571370525093328,0,Home,0,23,19,11905,1476,46961,99463,5196.666666666667,0.9651061624435172,7,8579,0.205332,0.2096548532559737,582.7964230678845,0.1731487664659174,0
6049,2034-07-24,23,37776,541,Employed,Associate,0,17866,60,Married,1,Rent,326,0.4796459310455513,0,3,0.4515868700429737,0,Auto,0,20,24,5157,1974,98047,138293,3148.0,0.6940229170376431,7,4626,0.252366,0.2713332234532714,546.9687118582792,0.2773089936017405,0
6050,2034-07-25,29,38573,477,Employed,Bachelor,3,12411,48,Married,1,Rent,572,0.3594717569194481,3,0,0.3609406470464142,0,Debt Consolidation,0,15,22,236,478,29672,4659,3214.4166666666665,0.8111246182143137,3,25013,0.268911,0.2534812755460743,413.92657915426025,0.3067202175057974,0
6051,2034-07-26,56,88980,564,Employed,High School,32,22980,60,Married,4,Mortgage,353,0.0551976401676539,2,0,0.3838139565264337,0,Auto,0,22,1,238,10439,68795,8818,7415.0,0.966556772855416,4,59977,0.2459799999999999,0.2187491749367165,633.0493912478215,0.1329803629464358,1
6052,2034-07-27,52,23289,609,Employed,Associate,24,6442,36,Married,1,Rent,293,0.5459364430767932,3,0,0.0941379096212279,0,Auto,1,13,16,5137,487,14637,2673,1940.75,0.9033873136066992,5,11964,0.186942,0.1887551185116385,235.73281287079908,0.2724373633238691,0
6053,2034-07-28,35,82044,535,Self-Employed,High School,14,31792,36,Single,2,Rent,574,0.3436834707042125,0,1,0.615812274095912,0,Auto,0,34,17,6711,1752,276320,7013,6837.0,0.919524383565928,3,269307,0.2492919999999999,0.2413532484427153,1249.550887201416,0.2667179884746842,1
6054,2034-07-29,50,130307,619,Employed,Master,29,60689,36,Single,1,Other,835,0.5355881801173153,0,2,0.2524322370790964,0,Other,0,32,11,2337,2071,30901,2942,5767.083333333333,0.8005671541147829,3,27959,0.236189,0.2429849777411727,2390.524635781529,0.5592991204302918,0
6055,2034-07-30,44,121955,654,Self-Employed,Doctorate,19,20937,36,Divorced,0,Mortgage,343,0.3692187943851949,1,0,0.4516491526290361,0,Debt Consolidation,0,19,27,741,555,37532,99859,10162.916666666666,0.9166757416078006,4,8257,0.178937,0.1876289741107267,764.9595174908471,0.1090198369061552,1
6056,2034-07-31,58,50763,666,Employed,Associate,35,26541,36,Married,2,Other,607,0.1278220095268647,1,1,0.293584779500791,0,Home,0,25,24,20995,871,43799,47031,4230.25,0.8341661550546831,10,10312,0.178541,0.2027285906407387,990.0525063857344,0.3775314712808308,0
6057,2034-08-01,40,38849,662,Employed,Doctorate,20,17065,60,Single,1,Mortgage,214,0.1535301500890558,3,1,0.1367334480671296,0,Auto,0,22,8,1598,1362,23233,29412,3237.4166666666665,0.9653853404582128,3,1248,0.1910649999999999,0.1598575199705174,414.8584664476543,0.1942469972810587,1
6058,2034-08-02,52,56894,481,Employed,Bachelor,30,37778,84,Divorced,0,Mortgage,225,0.2731380722033145,2,1,0.2353313151379149,0,Debt Consolidation,0,23,28,237,490,93346,12074,4741.166666666667,0.5305641016897935,2,81272,0.322278,0.2916013422927284,1058.932609704561,0.2708052047044456,0
6059,2034-08-03,71,235940,664,Employed,High School,48,10024,120,Married,5,Other,648,0.2910510516187163,4,2,0.2521298134876551,0,Debt Consolidation,0,25,4,3144,3526,56886,70618,19661.666666666668,0.9473030384631612,4,7457,0.233024,0.2710432569317162,243.07270552977457,0.0453203037482296,1
6060,2034-08-04,47,25523,611,Employed,Associate,26,6125,60,Married,3,Mortgage,442,0.1566075693001734,5,2,0.4623812825532348,0,Debt Consolidation,0,21,23,2905,979,47536,35786,2126.9166666666665,0.879149514587985,3,11750,0.205625,0.2065612767944686,164.51923065398907,0.2851636080338467,0
6061,2034-08-05,40,80983,604,Employed,Master,20,27127,48,Married,0,Other,515,0.0790665737797402,2,1,0.2544594928721357,0,Home,0,32,19,1281,605,53332,23268,6748.583333333333,0.7028038479333553,4,30064,0.220127,0.2199248120012432,854.5546470988164,0.202939577012284,1
6062,2034-08-06,48,49716,535,Employed,Bachelor,26,23189,72,Married,0,Mortgage,227,0.2551358805780325,2,1,0.3332260587972567,1,Education,0,31,15,5200,504,10860,14173,4143.0,0.6775581183508539,1,4160,0.270689,0.2820900527258089,671.0699825774095,0.2167680382759859,0
6063,2034-08-07,35,57934,616,Employed,Bachelor,15,19286,48,Married,0,Mortgage,719,0.527815967346142,0,0,0.1024246236012687,0,Debt Consolidation,0,27,22,7559,987,26148,36665,4827.833333333333,0.9235426526386068,3,5949,0.206286,0.2186745702383131,606.2393052995798,0.2744998043220727,0
6064,2034-08-08,68,28247,600,Employed,Associate,44,18597,24,Married,2,Rent,246,0.3153966093735049,5,0,0.4355876373686447,0,Auto,0,16,25,2505,3865,687405,12081,2353.9166666666665,0.7204293694593564,5,675324,0.193597,0.1997364392351775,946.2698147568898,0.5065046828719043,1
6065,2034-08-09,42,59563,529,Employed,Associate,23,25672,60,Married,0,Mortgage,1429,0.2478685013453829,4,1,0.1003972953732211,0,Education,0,29,6,3572,875,40876,8027,4963.583333333333,0.8850573541146816,2,32849,0.266172,0.2887177104040671,812.8743370099967,0.4516644904407091,0
6066,2034-08-10,36,60707,584,Employed,High School,13,41244,36,Married,4,Mortgage,769,0.3248256716475465,6,1,0.2696579098878591,0,Auto,1,35,27,1410,1324,122216,56856,5058.916666666667,0.8348387111956604,2,65360,0.234244,0.2734051614221688,1691.338759688228,0.4863370800115099,0
6067,2034-08-11,29,17572,534,Unemployed,Bachelor,5,23483,36,Married,3,Own,415,0.1046820945368317,6,2,0.0452658673266547,0,Home,0,20,22,2163,3590,78757,21944,1464.3333333333333,0.9019906814474462,2,56813,0.241483,0.2419032003572577,923.653334518425,0.914172548043541,0
6068,2034-08-12,53,57910,655,Employed,Bachelor,31,61309,60,Divorced,4,Rent,450,0.7326356386823061,2,1,0.3430494814775929,0,Home,0,27,29,1607,454,43665,23526,4825.833333333333,0.6941332312703944,5,20139,0.238809,0.2316743368450892,1734.2324416389224,0.4526124900650504,0
6069,2034-08-13,50,42445,481,Employed,Bachelor,25,20303,48,Married,1,Mortgage,415,0.0511762098885971,3,1,0.0455139704053086,0,Auto,0,18,11,4904,11649,243811,170667,3537.083333333333,0.8706105724269112,6,73144,0.2748029999999999,0.245732507236923,668.3657723806222,0.3062878847583335,0
6070,2034-08-14,34,43717,624,Employed,Bachelor,14,54770,48,Widowed,1,Other,414,0.4152275962092859,7,2,0.2021811483297536,0,Auto,0,25,25,2500,2981,106420,79759,3643.0833333333335,0.8983643358214926,5,26661,0.23777,0.2262868594913678,1744.335601563384,0.5924474968264201,0
